2025-03-24 at 19:53:47 | INFO | Запись не найдена по фильтрам: {'user_id': 6005515973, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-24 at 19:53:47 | INFO | Добавление записи Purchase с параметрами: {'user_id': 6005515973, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-24 at 19:53:47 | INFO | Запись Purchase успешно добавлена.
2025-03-24 at 19:53:47 | INFO | Поиск одной записи Purchase по фильтрам: {'user_id': 6005515973, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-24 at 19:53:47 | INFO | Запись найдена по фильтрам: {'user_id': 6005515973, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-24 at 19:53:53 | INFO | Поиск Purchase с ID: 30
2025-03-24 at 19:53:53 | INFO | Запись с ID 30 найдена.
2025-03-24 at 19:53:53 | INFO | Обновление записей Purchase по фильтру: {'id': 30} с параметрами: {'user_id': 6005515973, 'price': 200, 'product_id': 1, 'paid': True}
2025-03-24 at 19:53:53 | INFO | Обновлено 1 записей.
2025-03-24 at 19:54:00 | INFO | Поиск Product с ID: 1
2025-03-24 at 19:54:00 | INFO | Запись с ID 1 найдена.
2025-03-24 at 19:54:00 | INFO | Добавление записи Ticket с параметрами: {'namesurname': 'Гущин Фёдор', 'year': '1', 'tel_number': '89163013148', 'payment_id': '30'}
2025-03-24 at 19:54:00 | INFO | Запись Ticket успешно добавлена.
2025-03-24 at 20:07:30 | ERROR | Бот остановлен!
2025-03-25 at 00:45:18 | INFO | Бот успешно запущен.
2025-03-25 at 00:50:06 | ERROR | Бот остановлен!
2025-03-25 at 00:50:11 | INFO | Бот успешно запущен.
2025-03-25 at 00:50:16 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-25 at 00:50:16 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-25 at 00:50:52 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-25 at 00:50:52 | INFO | Найдено 1 записей.
2025-03-25 at 00:50:54 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-25 at 00:50:54 | INFO | Найдено 1 записей.
2025-03-25 at 00:51:11 | INFO | Поиск Product с ID: 1
2025-03-25 at 00:51:11 | INFO | Запись с ID 1 найдена.
2025-03-25 at 00:51:14 | INFO | Поиск Product с ID: 1
2025-03-25 at 00:51:14 | INFO | Запись с ID 1 найдена.
2025-03-25 at 00:51:14 | INFO | Поиск одной записи Purchase по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-25 at 00:51:14 | INFO | Запись не найдена по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-25 at 00:51:14 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-25 at 00:51:14 | INFO | Запись Purchase успешно добавлена.
2025-03-25 at 00:51:14 | INFO | Поиск одной записи Purchase по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-25 at 00:51:14 | INFO | Запись найдена по фильтрам: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-25 at 00:51:15 | INFO | Поиск Purchase с ID: 31
2025-03-25 at 00:51:15 | INFO | Запись с ID 31 найдена.
2025-03-25 at 00:51:15 | INFO | Обновление записей Purchase по фильтру: {'id': 31} с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': True}
2025-03-25 at 00:51:15 | INFO | Обновлено 1 записей.
2025-03-25 at 00:51:17 | INFO | Поиск Product с ID: 1
2025-03-25 at 00:51:17 | INFO | Запись с ID 1 найдена.
2025-03-25 at 00:51:17 | INFO | Добавление записи Ticket с параметрами: {'namesurname': 'Гущин Фёдор', 'year': '1', 'tel_number': '3758934675890', 'payment_id': '31'}
2025-03-25 at 00:51:17 | INFO | Запись Ticket успешно добавлена.
2025-03-25 at 00:52:29 | ERROR | Бот остановлен!
2025-03-25 at 02:01:52 | INFO | Бот успешно запущен.
2025-03-25 at 02:02:01 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-25 at 02:02:01 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-25 at 02:02:03 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-25 at 02:02:03 | INFO | Найдено 1 записей.
2025-03-25 at 02:02:06 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-25 at 02:02:06 | INFO | Найдено 1 записей.
2025-03-25 at 02:02:08 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-25 at 02:02:08 | INFO | Найдено 1 записей.
2025-03-25 at 02:05:12 | ERROR | Бот остановлен!
2025-03-25 at 02:05:16 | INFO | Бот успешно запущен.
2025-03-25 at 02:05:19 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-25 at 02:05:19 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-25 at 02:05:21 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-25 at 02:05:21 | INFO | Найдено 1 записей.
2025-03-25 at 02:07:45 | ERROR | Бот остановлен!
2025-03-25 at 02:07:49 | INFO | Бот успешно запущен.
2025-03-25 at 02:07:51 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-25 at 02:07:51 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-25 at 02:07:52 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-25 at 02:07:52 | INFO | Найдено 1 записей.
2025-03-25 at 02:07:58 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-25 at 02:07:58 | INFO | Найдено 1 записей.
2025-03-25 at 02:14:17 | ERROR | Бот остановлен!
2025-03-25 at 03:06:56 | INFO | Бот успешно запущен.
2025-03-25 at 03:07:01 | ERROR | Бот остановлен!
2025-03-11 at 11:51:06 | INFO | Бот успешно запущен.
2025-03-11 at 11:51:18 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 11:51:18 | ERROR | Ошибка при поиске записи по фильтрам {'telegram_id': 818969555}: (sqlite3.OperationalError) unable to open database file
(Background on this error at: https://sqlalche.me/e/20/e3q8)
2025-03-11 at 11:52:34 | ERROR | Бот остановлен!
2025-03-11 at 12:06:06 | INFO | Бот успешно запущен.
2025-03-11 at 12:06:12 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 12:06:12 | ERROR | Ошибка при поиске записи по фильтрам {'telegram_id': 818969555}: (sqlite3.OperationalError) unable to open database file
(Background on this error at: https://sqlalche.me/e/20/e3q8)
2025-03-11 at 12:08:50 | ERROR | Бот остановлен!
2025-03-11 at 13:21:49 | INFO | Бот успешно запущен.
2025-03-11 at 13:21:55 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 13:21:55 | ERROR | Ошибка при поиске записи по фильтрам {'telegram_id': 818969555}: (sqlite3.OperationalError) unable to open database file
(Background on this error at: https://sqlalche.me/e/20/e3q8)
2025-03-11 at 13:23:08 | ERROR | Бот остановлен!
2025-03-11 at 13:34:04 | INFO | Бот успешно запущен.
2025-03-11 at 13:34:13 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 13:34:13 | ERROR | Ошибка при поиске записи по фильтрам {'telegram_id': 818969555}: (sqlite3.OperationalError) unable to open database file
(Background on this error at: https://sqlalche.me/e/20/e3q8)
2025-03-11 at 13:34:37 | ERROR | Бот остановлен!
2025-03-11 at 13:45:01 | INFO | Бот успешно запущен.
2025-03-11 at 13:45:06 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 13:45:06 | ERROR | Ошибка при поиске записи по фильтрам {'telegram_id': 818969555}: (sqlite3.OperationalError) unable to open database file
(Background on this error at: https://sqlalche.me/e/20/e3q8)
2025-03-11 at 13:45:53 | ERROR | Бот остановлен!
2025-03-11 at 13:45:57 | INFO | Бот успешно запущен.
2025-03-11 at 13:46:05 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 13:46:05 | ERROR | Ошибка при поиске записи по фильтрам {'telegram_id': 818969555}: (sqlite3.OperationalError) unable to open database file
(Background on this error at: https://sqlalche.me/e/20/e3q8)
2025-03-11 at 13:46:25 | ERROR | Бот остановлен!
2025-03-11 at 13:49:33 | INFO | Бот успешно запущен.
2025-03-11 at 13:49:39 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 13:49:39 | INFO | Запись не найдена по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 13:49:39 | INFO | Добавление записи User с параметрами: {'telegram_id': 818969555, 'username': 'puchenka356', 'first_name': 'Fedor', 'last_name': 'Gushchin'}
2025-03-11 at 13:49:39 | INFO | Запись User успешно добавлена.
2025-03-11 at 13:49:51 | ERROR | Бот остановлен!
2025-03-11 at 13:50:00 | INFO | Бот успешно запущен.
2025-03-11 at 13:50:04 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 13:50:04 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 13:50:21 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-11 at 13:50:21 | INFO | Найдено 0 записей.
2025-03-11 at 13:50:27 | INFO | Подсчет количества записей Product по фильтру: {}
2025-03-11 at 13:50:27 | INFO | Найдено 0 записей.
2025-03-11 at 13:50:47 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-11 at 13:50:47 | INFO | Найдено 0 записей.
2025-03-11 at 13:51:14 | INFO | Подсчет количества записей Product по фильтру: {}
2025-03-11 at 13:51:14 | INFO | Найдено 0 записей.
2025-03-11 at 13:51:27 | INFO | Подсчет количества записей Product по фильтру: {}
2025-03-11 at 13:51:27 | INFO | Найдено 0 записей.
2025-03-11 at 13:51:40 | ERROR | Бот остановлен!
2025-03-11 at 13:56:03 | INFO | Бот успешно запущен.
2025-03-11 at 13:56:07 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 13:56:07 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 13:56:10 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-11 at 13:56:10 | INFO | Найдено 1 записей.
2025-03-11 at 13:56:18 | INFO | Подсчет количества записей Product по фильтру: {}
2025-03-11 at 13:56:18 | INFO | Найдено 0 записей.
2025-03-11 at 13:56:25 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-11 at 13:56:25 | INFO | Найдено 1 записей.
2025-03-11 at 13:56:45 | INFO | Поиск Category с ID: 1
2025-03-11 at 13:56:45 | INFO | Запись с ID 1 найдена.
2025-03-11 at 13:56:51 | INFO | Добавление записи Product с параметрами: {'name': 'вжалпьжар', 'description': 'вараавпрв', 'price': 200, 'category_id': 1, 'file_id': None, 'hidden_content': 'укпрпарвыакакущтаукшопикимркемеи р щшкмтшкуе'}
2025-03-11 at 13:56:51 | INFO | Запись Product успешно добавлена.
2025-03-11 at 13:57:01 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-11 at 13:57:01 | INFO | Найдено 1 записей.
2025-03-11 at 13:57:03 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-11 at 13:57:03 | INFO | Найдено 1 записей.
2025-03-11 at 13:57:32 | ERROR | Бот остановлен!
2025-03-11 at 13:58:15 | INFO | Бот успешно запущен.
2025-03-11 at 13:58:19 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 13:58:19 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 13:58:22 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-11 at 13:58:22 | INFO | Найдено 1 записей.
2025-03-11 at 13:58:23 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-11 at 13:58:23 | INFO | Найдено 1 записей.
2025-03-11 at 13:58:59 | ERROR | Бот остановлен!
2025-03-11 at 14:04:35 | INFO | Бот успешно запущен.
2025-03-11 at 14:04:39 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 14:04:39 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 14:04:43 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-11 at 14:04:43 | INFO | Найдено 1 записей.
2025-03-11 at 14:04:45 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-11 at 14:04:45 | INFO | Найдено 1 записей.
2025-03-11 at 14:09:40 | ERROR | Бот остановлен!
2025-03-11 at 14:09:46 | INFO | Бот успешно запущен.
2025-03-11 at 14:09:50 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 14:09:50 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 14:09:52 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-11 at 14:09:52 | INFO | Найдено 1 записей.
2025-03-11 at 14:09:53 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-11 at 14:09:53 | INFO | Найдено 1 записей.
2025-03-11 at 14:21:10 | ERROR | Бот остановлен!
2025-03-11 at 14:21:14 | INFO | Бот успешно запущен.
2025-03-11 at 14:21:36 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 14:21:36 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 14:21:38 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-11 at 14:21:38 | INFO | Найдено 1 записей.
2025-03-11 at 14:21:40 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-11 at 14:21:40 | INFO | Найдено 1 записей.
2025-03-11 at 14:24:25 | ERROR | Бот остановлен!
2025-03-11 at 14:41:16 | INFO | Бот успешно запущен.
2025-03-11 at 14:41:26 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 14:41:26 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 14:41:29 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-11 at 14:41:29 | INFO | Найдено 1 записей.
2025-03-11 at 14:41:30 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-11 at 14:41:30 | INFO | Найдено 1 записей.
2025-03-11 at 14:44:06 | ERROR | Бот остановлен!
2025-03-11 at 14:44:10 | INFO | Бот успешно запущен.
2025-03-11 at 14:44:14 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 14:44:14 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 14:44:16 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-11 at 14:44:16 | INFO | Найдено 1 записей.
2025-03-11 at 14:44:17 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-11 at 14:44:17 | INFO | Найдено 1 записей.
2025-03-11 at 14:45:27 | ERROR | Бот остановлен!
2025-03-11 at 14:45:32 | INFO | Бот успешно запущен.
2025-03-11 at 14:45:36 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 14:45:36 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 14:45:38 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-11 at 14:45:38 | INFO | Найдено 1 записей.
2025-03-11 at 14:45:40 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-11 at 14:45:40 | INFO | Найдено 1 записей.
2025-03-11 at 15:02:04 | ERROR | Бот остановлен!
2025-03-11 at 15:06:02 | INFO | Бот успешно запущен.
2025-03-11 at 15:06:13 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 15:06:13 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-11 at 15:06:15 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-11 at 15:06:15 | INFO | Найдено 1 записей.
2025-03-11 at 15:06:17 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-11 at 15:06:17 | INFO | Найдено 1 записей.
2025-03-11 at 15:15:28 | ERROR | Бот остановлен!
2025-03-19 at 13:09:30 | INFO | Бот успешно запущен.
2025-03-19 at 13:09:45 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 13:09:45 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 13:09:47 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 13:09:47 | INFO | Найдено 1 записей.
2025-03-19 at 13:09:49 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 13:09:49 | INFO | Найдено 1 записей.
2025-03-19 at 13:13:38 | ERROR | Бот остановлен!
2025-03-19 at 13:13:44 | INFO | Бот успешно запущен.
2025-03-19 at 13:13:55 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 13:13:55 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 13:13:56 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 13:13:56 | INFO | Найдено 1 записей.
2025-03-19 at 13:13:58 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 13:13:58 | INFO | Найдено 1 записей.
2025-03-19 at 13:17:41 | ERROR | Бот остановлен!
2025-03-19 at 13:17:47 | INFO | Бот успешно запущен.
2025-03-19 at 13:18:01 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 13:18:01 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 13:18:03 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 13:18:03 | INFO | Найдено 1 записей.
2025-03-19 at 13:18:05 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 13:18:05 | INFO | Найдено 1 записей.
2025-03-19 at 13:18:23 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 13:18:23 | INFO | Найдено 1 записей.
2025-03-19 at 13:23:06 | ERROR | Бот остановлен!
2025-03-19 at 13:52:16 | INFO | Бот успешно запущен.
2025-03-19 at 13:52:54 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 13:52:54 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 13:52:55 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 13:52:55 | INFO | Найдено 1 записей.
2025-03-19 at 13:52:57 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 13:52:57 | INFO | Найдено 1 записей.
2025-03-19 at 13:53:45 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 13:53:45 | INFO | Найдено 1 записей.
2025-03-19 at 13:53:52 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 13:53:52 | INFO | Найдено 1 записей.
2025-03-19 at 14:05:01 | ERROR | Бот остановлен!
2025-03-19 at 14:05:05 | INFO | Бот успешно запущен.
2025-03-19 at 14:05:34 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 14:05:34 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 14:05:36 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 14:05:36 | INFO | Найдено 1 записей.
2025-03-19 at 14:05:37 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 14:05:37 | INFO | Найдено 1 записей.
2025-03-19 at 14:05:50 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 14:05:50 | INFO | Найдено 1 записей.
2025-03-19 at 14:06:07 | ERROR | Бот остановлен!
2025-03-19 at 14:15:43 | INFO | Бот успешно запущен.
2025-03-19 at 14:15:47 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 14:15:47 | INFO | Найдено 1 записей.
2025-03-19 at 14:15:50 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 14:15:50 | INFO | Найдено 1 записей.
2025-03-19 at 14:16:31 | ERROR | Бот остановлен!
2025-03-19 at 16:24:38 | INFO | Бот успешно запущен.
2025-03-19 at 16:24:56 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 16:24:56 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 16:24:58 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 16:24:58 | INFO | Найдено 1 записей.
2025-03-19 at 16:25:01 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 16:25:01 | INFO | Найдено 1 записей.
2025-03-19 at 16:26:03 | ERROR | Бот остановлен!
2025-03-19 at 16:27:00 | INFO | Бот успешно запущен.
2025-03-19 at 16:27:13 | ERROR | Бот остановлен!
2025-03-19 at 16:27:18 | INFO | Бот успешно запущен.
2025-03-19 at 16:27:27 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 16:27:27 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 16:27:30 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 16:27:30 | INFO | Найдено 1 записей.
2025-03-19 at 16:27:32 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 16:27:32 | INFO | Найдено 1 записей.
2025-03-19 at 16:29:07 | ERROR | Бот остановлен!
2025-03-19 at 16:29:11 | INFO | Бот успешно запущен.
2025-03-19 at 16:29:23 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 16:29:23 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 16:29:25 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 16:29:25 | INFO | Найдено 1 записей.
2025-03-19 at 16:29:27 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 16:29:27 | INFO | Найдено 1 записей.
2025-03-19 at 16:30:13 | ERROR | Бот остановлен!
2025-03-19 at 16:30:16 | INFO | Бот успешно запущен.
2025-03-19 at 16:30:21 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 16:30:21 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 16:30:22 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 16:30:22 | INFO | Найдено 1 записей.
2025-03-19 at 16:30:24 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 16:30:24 | INFO | Найдено 1 записей.
2025-03-19 at 16:37:16 | ERROR | Бот остановлен!
2025-03-19 at 16:59:12 | INFO | Бот успешно запущен.
2025-03-19 at 16:59:24 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 16:59:24 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 16:59:28 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 16:59:28 | INFO | Найдено 1 записей.
2025-03-19 at 16:59:30 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 16:59:30 | INFO | Найдено 1 записей.
2025-03-19 at 16:59:41 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 16:59:41 | INFO | Найдено 1 записей.
2025-03-19 at 17:03:02 | ERROR | Бот остановлен!
2025-03-19 at 17:03:06 | INFO | Бот успешно запущен.
2025-03-19 at 17:03:13 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 17:03:13 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 17:03:15 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 17:03:15 | INFO | Найдено 1 записей.
2025-03-19 at 17:03:16 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 17:03:16 | INFO | Найдено 1 записей.
2025-03-19 at 17:07:31 | ERROR | Бот остановлен!
2025-03-19 at 17:07:35 | INFO | Бот успешно запущен.
2025-03-19 at 17:07:40 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 17:07:40 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 17:07:42 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 17:07:42 | INFO | Найдено 1 записей.
2025-03-19 at 17:07:43 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 17:07:43 | INFO | Найдено 1 записей.
2025-03-19 at 17:12:57 | ERROR | Бот остановлен!
2025-03-19 at 17:13:02 | INFO | Бот успешно запущен.
2025-03-19 at 17:13:07 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 17:13:07 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 17:13:09 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 17:13:09 | INFO | Найдено 1 записей.
2025-03-19 at 17:13:10 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 17:13:10 | INFO | Найдено 1 записей.
2025-03-19 at 17:23:35 | ERROR | Бот остановлен!
2025-03-19 at 17:29:28 | INFO | Бот успешно запущен.
2025-03-19 at 17:29:42 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 17:29:42 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 17:29:44 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 17:29:44 | INFO | Найдено 1 записей.
2025-03-19 at 17:29:45 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 17:29:45 | INFO | Найдено 1 записей.
2025-03-19 at 17:29:49 | INFO | Поиск Product с ID: 1
2025-03-19 at 17:29:49 | INFO | Запись с ID 1 найдена.
2025-03-19 at 17:29:49 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-19 at 17:29:49 | ERROR | Ошибка при добавлении записи: (sqlite3.IntegrityError) NOT NULL constraint failed: purchases.payment_id
[SQL: INSERT INTO purchases (user_id, product_id, price, payment_id, paid) VALUES (?, ?, ?, ?, ?) RETURNING id, created_at, updated_at]
[parameters: (818969555, 1, 200, None, 0)]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
2025-03-19 at 17:35:01 | ERROR | Бот остановлен!
2025-03-19 at 18:24:28 | INFO | Бот успешно запущен.
2025-03-19 at 18:24:32 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 18:24:32 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 18:24:34 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 18:24:34 | INFO | Найдено 1 записей.
2025-03-19 at 18:24:36 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 18:24:36 | INFO | Найдено 1 записей.
2025-03-19 at 18:24:39 | INFO | Поиск Product с ID: 1
2025-03-19 at 18:24:39 | INFO | Запись с ID 1 найдена.
2025-03-19 at 18:24:39 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-19 at 18:24:39 | ERROR | Ошибка при добавлении записи: (sqlite3.IntegrityError) NOT NULL constraint failed: purchases.payment_id
